X,Y,Trajectory
682.369135,630.385624,0
682.357536,630.415151,0
682.346074,630.444739,0
682.334746,630.474385,0
682.323551,630.504088,0
682.312488,630.533848,0
682.301555,630.563662,0
682.290751,630.593530,0
682.280073,630.623450,0
682.269520,630.653421,0
682.259091,630.683441,0
682.248783,630.713509,0
682.238596,630.743624,0
682.228528,630.773785,0
682.218577,630.803990,0
682.208742,630.834237,0
682.199020,630.864526,0
682.189411,630.894856,0
682.179913,630.925224,0
682.170524,630.955629,0
682.161242,630.986071,0
682.152066,631.016548,0
682.142995,631.047058,0
682.134027,631.077600,0
682.125160,631.108174,0
682.116392,631.138776,0
682.107723,631.169407,0
682.099150,631.200065,0
682.090671,631.230749,0
682.082286,631.261456,0
682.073993,631.292187,0
682.065789,631.322939,0
682.057674,631.353711,0
682.049647,631.384503,0
682.041709,631.415314,0
682.033860,631.446145,0
682.026100,631.476994,0
682.018432,631.507862,0
682.010855,631.538748,0
682.003370,631.569653,0
681.995978,631.600576,0
681.988679,631.631518,0
681.981475,631.662477,0
681.974366,631.693454,0
681.967352,631.724448,0
681.960435,631.755460,0
681.953614,631.786490,0
681.946892,631.817536,0
681.940268,631.848599,0
681.933743,631.879679,0
681.927319,631.910776,0
681.920995,631.941889,0
681.914772,631.973018,0
681.908651,632.004164,0
681.902633,632.035325,0
681.896718,632.066502,0
681.890908,632.097695,0
681.885203,632.128903,0
681.879603,632.160126,0
681.874109,632.191365,0
681.868722,632.222618,0
681.863444,632.253886,0
681.858273,632.285169,0
681.853212,632.316466,0
681.848260,632.347777,0
681.843419,632.379103,0
681.838690,632.410442,0
681.834072,632.441795,0
681.829567,632.473162,0
681.825175,632.504542,0
681.820898,632.535936,0
681.816735,632.567342,0
681.812688,632.598761,0
681.808757,632.630193,0
681.804943,632.661638,0
681.801246,632.693095,0
681.797668,632.724565,0
681.794209,632.756046,0
681.790870,632.787539,0
681.787651,632.819044,0
681.784553,632.850561,0
681.781578,632.882089,0
681.778724,632.913628,0
681.775993,632.945179,0
681.773379,632.976739,0
681.770879,633.008311,0
681.768488,633.039892,0
681.766201,633.071482,0
681.764015,633.103082,0
681.761925,633.134690,0
681.759926,633.166306,0
681.758015,633.197930,0
681.756187,633.229562,0
681.754438,633.261201,0
681.752763,633.292847,0
681.751158,633.324499,0
681.749619,633.356157,0
681.748141,633.387820,0
681.746720,633.419489,0
681.745352,633.451162,0
681.744032,633.482840,0
681.742757,633.514522,0
681.741520,633.546207,0
681.740320,633.577895,0
681.739150,633.609586,0
681.738007,633.641280,0
681.736886,633.672976,0
681.735783,633.704673,0
681.734694,633.736372,0
681.733614,633.768071,0
681.732539,633.799771,0
681.731465,633.831471,0
681.730387,633.863170,0
681.729301,633.894869,0
681.728203,633.926567,0
681.727088,633.958263,0
681.725952,633.989957,0
681.724791,634.021649,0
681.723600,634.053339,0
681.722374,634.085025,0
681.721111,634.116708,0
681.719805,634.148386,0
681.718451,634.180061,0
681.717047,634.211731,0
681.715586,634.243396,0
681.714066,634.275056,0
681.712481,634.306710,0
681.710827,634.338357,0
681.709100,634.369998,0
681.707296,634.401632,0
681.705410,634.433259,0
681.703438,634.464878,0
681.701376,634.496488,0
681.699219,634.528090,0
681.704415,634.605480,0
681.708941,634.682905,0
681.712862,634.760362,0
681.716248,634.837848,0
681.719164,634.915358,0
681.721679,634.992890,0
681.723861,635.070440,0
681.725776,635.148005,0
681.727493,635.225579,0
681.729078,635.303161,0
681.730600,635.380746,0
681.732126,635.458331,0
681.733723,635.535912,0
681.735458,635.613486,0
681.737401,635.691049,0
681.739617,635.768597,0
681.742175,635.846127,0
681.745142,635.923635,0
681.748585,636.001117,0
681.752572,636.078571,0
681.757171,636.155992,0
681.762449,636.233377,0
681.768474,636.310722,0
681.775312,636.388024,0
681.783031,636.465278,0
681.791661,636.542477,0
681.801198,636.619606,0
681.811638,636.696653,0
681.822977,636.773603,0
681.835211,636.850444,0
681.848335,636.927162,0
681.862344,637.003743,0
681.877235,637.080174,0
681.893002,637.156442,0
681.909642,637.232533,0
681.927151,637.308433,0
681.945522,637.384129,0
681.964753,637.459607,0
681.984839,637.534855,0
682.005776,637.609858,0
682.027559,637.684603,0
682.050183,637.759077,0
682.073644,637.833266,0
682.097939,637.907156,0
682.123062,637.980735,0
682.149009,638.053988,0
682.175776,638.126903,0
682.203358,638.199465,0
682.231750,638.271663,0
682.260932,638.343501,0
682.290878,638.414990,0
682.321561,638.486144,0
682.352957,638.556974,0
682.385036,638.627493,0
682.417775,638.697714,0
682.451145,638.767647,0
682.485122,638.837307,0
682.519677,638.906704,0
682.554786,638.975853,0
682.590420,639.044763,0
682.626555,639.113449,0
682.663164,639.181923,0
682.700220,639.250196,0
682.737697,639.318281,0
682.775568,639.386191,0
682.813807,639.453937,0
682.852388,639.521533,0
682.891285,639.588990,0
682.930470,639.656320,0
682.969918,639.723537,0
683.009601,639.790652,0
683.049502,639.857672,0
683.089636,639.924576,0
683.130031,639.991335,0
683.170716,640.057916,0
683.211719,640.124292,0
683.253069,640.190431,0
683.294793,640.256304,0
683.336919,640.321879,0
683.379476,640.387128,0
683.422493,640.452020,0
683.465996,640.516524,0
683.510015,640.580611,0
683.554578,640.644251,0
683.599712,640.707412,0
683.645447,640.770067,0
683.691810,640.832183,0
683.738829,640.893731,0
683.786533,640.954680,0
683.834950,641.015002,0
683.884108,641.074665,0
683.934036,641.133639,0
683.984761,641.191894,0
684.036312,641.249401,0
684.088703,641.306140,0
684.141912,641.362130,0
684.195904,641.417398,0
684.250648,641.471968,0
684.306112,641.525867,0
684.362263,641.579119,0
684.419069,641.631751,0
684.476498,641.683787,0
684.534516,641.735255,0
684.593093,641.786179,0
684.652196,641.836585,0
684.711792,641.886499,0
684.771849,641.935945,0
684.832336,641.984951,0
684.893218,642.033541,0
684.954465,642.081741,0
685.016044,642.129577,0
685.077923,642.177074,0
685.140069,642.224258,0
685.202450,642.271155,0
685.265034,642.317790,0
685.327788,642.364189,0
685.390681,642.410377,0
685.453680,642.456380,0
685.516773,642.502202,0
685.579971,642.547828,0
685.643281,642.593241,0
685.706715,642.638423,0
685.770282,642.683359,0
685.833993,642.728030,0
685.897857,642.772419,0
685.961884,642.816511,0
686.026084,642.860288,0
686.090467,642.903732,0
686.155044,642.946828,0
686.219824,642.989557,0
686.284816,643.031904,0
686.350032,643.073850,0
686.415480,643.115380,0
686.481172,643.156476,0
686.547116,643.197121,0
686.613323,643.237298,0
686.679803,643.276990,0
686.746566,643.316181,0
686.813622,643.354853,0
686.880980,643.392989,0
686.948651,643.430573,0
687.016644,643.467587,0
687.084970,643.504014,0
687.153630,643.539849,0
687.222615,643.575099,0
687.291918,643.609771,0
687.361527,643.643875,0
687.431435,643.677418,0
687.501631,643.710409,0
687.572107,643.742855,0
687.642854,643.774766,0
687.713861,643.806150,0
687.785121,643.837014,0
687.856623,643.867368,0
687.928358,643.897219,0
688.000318,643.926575,0
688.072493,643.955446,0
688.144873,643.983839,0
688.217450,644.011762,0
688.290214,644.039223,0
688.363156,644.066232,0
688.436267,644.092796,0
688.509537,644.118924,0
688.582958,644.144624,0
688.656520,644.169903,0
688.730213,644.194771,0
688.804029,644.219236,0
688.877959,644.243306,0
688.951993,644.266989,0
689.026122,644.290293,0
689.100337,644.313230,0
689.174632,644.335820,0
689.249003,644.358086,0
689.323443,644.380052,0
689.397947,644.401740,0
689.472511,644.423174,0
689.547128,644.444377,0
689.621793,644.465373,0
689.696501,644.486183,0
689.771247,644.506831,0
689.846024,644.527341,0
689.920829,644.547736,0
689.995655,644.568038,0
690.070497,644.588270,0
690.145350,644.608457,0
690.220208,644.628621,0
690.295066,644.648785,0
690.369918,644.668972,0
690.444760,644.689206,0
690.519586,644.709509,0
690.594390,644.729905,0
690.669167,644.750417,0
690.743912,644.771067,0
690.818620,644.791880,0
690.893285,644.812878,0
690.967901,644.834084,0
691.042463,644.855522,0
691.116967,644.877214,0
691.191406,644.899184,0
691.322862,645.146090,0
691.454186,645.393065,0
691.585394,645.640103,0
691.716501,645.887195,0
691.847521,646.134334,0
691.978471,646.381510,0
692.109364,646.628716,0
692.240216,646.875944,0
692.371043,647.123185,0
692.501859,647.370433,0
692.632680,647.617678,0
692.763520,647.864912,0
692.894395,648.112128,0
693.025319,648.359318,0
693.156309,648.606473,0
693.287378,648.853585,0
693.418543,649.100646,0
693.549818,649.347648,0
693.681218,649.594583,0
693.812758,649.841443,0
693.944454,650.088221,0
694.076321,650.334907,0
694.208369,650.581495,0
694.340599,650.827987,0
694.473007,651.074383,0
694.605591,651.320685,0
694.738348,651.566894,0
694.871274,651.813012,0
695.004368,652.059040,0
695.137626,652.304979,0
695.271045,652.550832,0
695.404623,652.796598,0
695.538357,653.042281,0
695.672243,653.287881,0
695.806279,653.533399,0
695.940463,653.778838,0
696.074790,654.024198,0
696.209259,654.269481,0
696.343867,654.514688,0
696.478610,654.759821,0
696.613486,655.004882,0
696.748493,655.249871,0
696.883626,655.494790,0
697.018883,655.739640,0
697.154263,655.984424,0
697.289763,656.229140,0
697.425387,656.473788,0
697.561136,656.718366,0
697.697012,656.962873,0
697.833018,657.207308,0
697.969156,657.451670,0
698.105427,657.695956,0
698.241834,657.940167,0
698.378380,658.184299,0
698.515065,658.428353,0
698.651892,658.672327,0
698.788864,658.916220,0
698.925982,659.160029,0
699.063248,659.403755,0
699.200665,659.647396,0
699.338234,659.890949,0
699.475958,660.134415,0
699.613839,660.377792,0
699.751879,660.621078,0
699.890080,660.864273,0
700.028444,661.107374,0
700.166973,661.350381,0
700.305670,661.593292,0
700.444533,661.836107,0
700.583556,662.078832,0
700.722726,662.321471,0
700.862033,662.564032,0
701.001467,662.806521,0
701.141018,663.048943,0
701.280675,663.291304,0
701.420427,663.533610,0
701.560264,663.775868,0
701.700175,664.018084,0
701.840150,664.260263,0
701.980178,664.502412,0
702.120249,664.744536,0
702.260352,664.986642,0
702.400477,665.228735,0
702.540613,665.470822,0
702.680750,665.712909,0
702.820876,665.955002,0
702.960983,666.197107,0
703.101058,666.439229,0
703.241092,666.681375,0
703.381074,666.923552,0
703.520993,667.165764,0
703.660839,667.408018,0
703.800603,667.650320,0
703.940284,667.892668,0
704.079893,668.135059,0
704.219439,668.377485,0
704.358931,668.619943,0
704.498377,668.862427,0
704.637789,669.104931,0
704.777173,669.347450,0
704.916541,669.589979,0
705.055901,669.832512,0
705.195262,670.075045,0
705.334633,670.317571,0
705.474025,670.560086,0
705.613445,670.802584,0
705.752904,671.045060,0
705.892411,671.287508,0
706.031975,671.529923,0
706.171604,671.772301,0
706.311309,672.014635,0
706.451099,672.256920,0
706.590982,672.499151,0
706.730969,672.741323,0
706.871068,672.983430,0
707.011288,673.225467,0
707.151639,673.467428,0
707.292131,673.709309,0
707.432769,673.951106,0
707.573554,674.192817,0
707.714488,674.434442,0
707.855571,674.675981,0
707.996804,674.917432,0
708.138188,675.158796,0
708.279723,675.400071,0
708.421410,675.641257,0
708.563250,675.882353,0
708.705244,676.123359,0
708.847393,676.364274,0
708.989696,676.605097,0
709.132155,676.845828,0
709.274772,677.086466,0
709.417545,677.327011,0
709.560477,677.567461,0
709.703568,677.807816,0
709.846818,678.048076,0
709.990229,678.288240,0
710.133801,678.528307,0
710.277535,678.768277,0
710.421432,679.008148,0
710.565492,679.247921,0
710.709716,679.487595,0
710.854106,679.727169,0
710.998661,679.966642,0
711.143381,680.206015,0
711.288259,680.445292,0
711.433288,680.684477,0
711.578458,680.923577,0
711.723763,681.162594,0
711.869194,681.401535,0
712.014743,681.640404,0
712.160402,681.879206,0
712.306164,682.117946,0
712.452019,682.356629,0
712.597960,682.595260,0
712.743979,682.833844,0
712.890068,683.072385,0
713.036219,683.310888,0
713.182423,683.549359,0
713.328674,683.787801,0
713.474962,684.026221,0
713.621280,684.264623,0
713.767619,684.503012,0
713.913973,684.741392,0
714.060331,684.979769,0
714.206688,685.218147,0
714.353034,685.456532,0
714.499361,685.694928,0
714.645662,685.933340,0
714.791928,686.171773,0
714.938152,686.410232,0
715.084326,686.648721,0
715.230451,686.887241,0
715.376530,687.125788,0
715.522566,687.364361,0
715.668563,687.602958,0
715.814524,687.841576,0
715.960453,688.080215,0
716.106352,688.318871,0
716.252226,688.557543,0
716.398077,688.796228,0
716.543910,689.034925,0
716.689726,689.273632,0
716.835531,689.512345,0
716.981327,689.751064,0
717.127117,689.989787,0
717.272906,690.228511,0
717.418696,690.467233,0
717.564490,690.705953,0
717.710292,690.944668,0
717.856106,691.183377,0
718.001935,691.422076,0
718.147782,691.660764,0
718.293651,691.899438,0
718.439545,692.138098,0
718.585467,692.376740,0
718.731421,692.615363,0
718.877410,692.853965,0
719.023438,693.092543,0
719.151774,693.294664,0
719.279862,693.496943,0
719.407730,693.699364,0
719.535407,693.901907,0
719.662921,694.104555,0
719.790301,694.307290,0
719.917575,694.510092,0
720.044771,694.712944,0
720.171919,694.915828,0
720.299046,695.118725,0
720.426181,695.321616,0
720.553353,695.524484,0
720.680589,695.727311,0
720.807919,695.930077,0
720.935370,696.132766,0
721.062972,696.335357,0
721.190753,696.537834,0
721.318741,696.740178,0
721.446965,696.942370,0
721.575452,697.144393,0
721.704233,697.346228,0
721.833334,697.547856,0
721.962767,697.749272,0
722.092506,697.950491,0
722.222520,698.151533,0
722.352780,698.352418,0
722.483255,698.553165,0
722.613915,698.753794,0
722.744730,698.954323,0
722.875669,699.154773,0
723.006703,699.355163,0
723.137801,699.555512,0
723.268933,699.755841,0
723.400068,699.956167,0
723.531178,700.156512,0
723.662230,700.356894,0
723.793195,700.557333,0
723.924044,700.757848,0
724.054745,700.958459,0
724.185268,701.159185,0
724.315584,701.360046,0
724.445662,701.561061,0
724.575472,701.762250,0
724.705009,701.963615,0
724.834307,702.165135,0
724.963404,702.366785,0
725.092336,702.568541,0
725.221141,702.770379,0
725.349855,702.972275,0
725.478516,703.174205,0
725.607161,703.376144,0
725.735827,703.578069,0
725.864551,703.779955,0
725.993370,703.981778,0
726.122322,704.183513,0
726.251443,704.385138,0
726.380772,704.586626,0
726.510343,704.787956,0
726.640196,704.989101,0
726.770367,705.190038,0
726.900894,705.390743,0
727.031812,705.591192,0
727.163156,705.791363,0
727.294925,705.991256,0
727.427101,706.190882,0
727.559670,706.390251,0
727.692612,706.589374,0
727.825912,706.788261,0
727.959553,706.986922,0
728.093517,707.185369,0
728.227789,707.383612,0
728.362350,707.581661,0
728.497185,707.779527,0
728.632276,707.977220,0
728.767607,708.174752,0
728.903161,708.372132,0
729.038920,708.569370,0
729.174868,708.766479,0
729.310988,708.963467,0
729.447264,709.160346,0
729.583678,709.357127,0
729.720214,709.553819,0
729.856858,709.750434,0
729.993593,709.946982,0
730.130404,710.143476,0
730.267277,710.339924,0
730.404195,710.536339,0
730.541144,710.732731,0
730.678108,710.929111,0
730.815072,711.125490,0
730.952021,711.321879,0
731.088939,711.518289,0
731.225810,711.714730,0
731.362621,711.911214,0
731.499354,712.107751,0
731.635996,712.304353,0
731.772530,712.501029,0
731.908944,712.697790,0
732.045251,712.894627,0
732.181483,713.091516,0
732.317671,713.288436,0
732.453849,713.485364,0
732.590047,713.682279,0
732.726298,713.879157,0
732.862634,714.075977,0
732.999086,714.272716,0
733.135687,714.469352,0
733.272468,714.665863,0
733.409462,714.862226,0
733.546701,715.058419,0
733.684216,715.254420,0
733.822040,715.450207,0
733.960204,715.645757,0
734.098737,715.841050,0
734.237653,716.036073,0
734.376966,716.230815,0
734.516688,716.425266,0
734.656831,716.619412,0
734.797407,716.813245,0
734.938430,717.006751,0
735.079912,717.199921,0
735.221865,717.392743,0
735.364302,717.585205,0
735.507235,717.777296,0
735.650677,717.969006,0
735.794640,718.160322,0
735.939137,718.351234,0
736.084176,718.541735,0
736.229728,718.731843,0
736.375749,718.921594,0
736.522194,719.111019,0
736.669017,719.300153,0
736.816174,719.489029,0
736.963620,719.677681,0
737.111309,719.866141,0
737.259197,720.054443,0
737.407239,720.242622,0
737.555390,720.430709,0
737.703604,720.618739,0
737.851836,720.806745,0
738.000049,720.994756,0
738.148250,721.182768,0
738.296464,721.370766,0
738.444717,721.558732,0
738.593036,721.746650,0
738.741445,721.934505,0
738.889970,722.122279,0
739.038638,722.309956,0
739.187474,722.497521,0
739.336504,722.684956,0
739.485754,722.872246,0
739.635249,723.059373,0
739.785047,723.246290,0
739.935281,723.432871,0
740.086096,723.618978,0
740.237637,723.804473,0
740.390048,723.989220,0
740.543475,724.173080,0
740.698062,724.355916,0
740.853953,724.537590,0
741.011294,724.717966,0
741.170230,724.896905,0
741.330862,725.074311,0
741.493002,725.250356,0
741.656340,725.425328,0
741.820568,725.599513,0
741.985378,725.773196,0
742.150459,725.946665,0
742.315503,726.120206,0
742.480201,726.294106,0
742.644244,726.468650,0
742.807393,726.644057,0
742.970003,726.819974,0
743.132730,726.995757,0
743.296229,727.170762,0
743.461157,727.344343,0
743.628172,727.515856,0
743.797929,727.684656,0
743.971087,727.850097,0
744.148123,728.011671,0
744.328769,728.169437,0
744.512555,728.323608,0
744.699013,728.474397,0
744.887676,728.622014,0
745.078075,728.766672,0
745.269748,728.908591,0
745.462481,729.048276,0
745.656375,729.186599,0
745.851552,729.324457,0
746.048132,729.462745,0
746.246237,729.602358,0
746.446427,729.742161,0
746.650735,729.874214,0
746.861499,729.989157,0
747.081058,730.077626,0
747.311344,730.131679,0
747.549627,730.159601,0
747.790209,730.180009,0
748.027344,730.211684,0
748.109770,730.204539,0
748.192331,730.198452,0
748.275012,730.193306,0
748.357798,730.188982,0
748.440674,730.185362,0
748.523624,730.182329,0
748.606634,730.179764,0
748.689690,730.177550,0
748.772774,730.175569,0
748.855874,730.173703,0
748.938973,730.171834,0
749.022056,730.169844,0
749.105110,730.167614,0
749.188117,730.165028,0
749.271064,730.161967,0
749.353936,730.158314,0
749.436717,730.153950,0
749.519392,730.148757,0
749.601946,730.142618,0
749.684365,730.135415,0
749.766632,730.127029,0
749.848734,730.117343,0
749.930656,730.106247,0
750.012388,730.093723,0
750.093925,730.079810,0
750.175262,730.064549,0
750.256394,730.047982,0
750.337314,730.030150,0
750.418017,730.011092,0
750.498499,729.990851,0
750.578753,729.969466,0
750.658774,729.946979,0
750.738558,729.923431,0
750.818097,729.898863,0
750.897388,729.873316,0
750.976424,729.846829,0
751.055200,729.819445,0
751.133711,729.791205,0
751.211952,729.762148,0
751.289916,729.732317,0
751.367599,729.701752,0
751.444994,729.670493,0
751.522098,729.638582,0
751.598903,729.606060,0
751.675406,729.572966,0
751.751601,729.539318,0
751.827487,729.505113,0
751.903060,729.470348,0
751.978317,729.435020,0
752.053256,729.399125,0
752.127874,729.362661,0
752.202168,729.325624,0
752.276135,729.288010,0
752.349774,729.249817,0
752.423079,729.211041,0
752.496050,729.171679,0
752.568684,729.131728,0
752.640976,729.091185,0
752.712926,729.050045,0
752.784529,729.008307,0
752.855783,728.965967,0
752.926686,728.923021,0
752.997235,728.879467,0
753.067426,728.835301,0
753.137257,728.790519,0
753.206726,728.745119,0
753.275828,728.699098,0
753.344553,728.652454,0
753.412886,728.605187,0
753.480813,728.557296,0
753.548318,728.508782,0
753.615387,728.459643,0
753.682005,728.409879,0
753.748157,728.359491,0
753.813828,728.308477,0
753.879003,728.256838,0
753.943667,728.204572,0
754.007806,728.151681,0
754.071405,728.098162,0
754.134449,728.044016,0
754.196922,727.989243,0
754.258811,727.933842,0
754.320100,727.877813,0
754.380775,727.821156,0
754.440821,727.763869,0
754.500222,727.705954,0
754.558964,727.647408,0
754.617032,727.588233,0
754.674411,727.528427,0
754.731095,727.467996,0
754.787100,727.406958,0
754.842450,727.345335,0
754.897166,727.283150,0
754.951270,727.220426,0
755.004786,727.157184,0
755.057735,727.093447,0
755.110141,727.029236,0
755.162024,726.964575,0
755.213409,726.899486,0
755.264316,726.833990,0
755.314769,726.768110,0
755.364790,726.701869,0
755.414401,726.635288,0
755.463625,726.568390,0
755.512483,726.501197,0
755.560999,726.433732,0
755.609195,726.366016,0
755.657093,726.298073,0
755.704715,726.229923,0
755.752084,726.161590,0
755.799223,726.093096,0
755.846153,726.024463,0
755.892897,725.955713,0
755.939470,725.886863,0
755.985866,725.817911,0
756.032072,725.748849,0
756.078077,725.679672,0
756.123869,725.610374,0
756.169436,725.540947,0
756.214766,725.471386,0
756.259847,725.401684,0
756.304667,725.331835,0
756.349215,725.261833,0
756.393478,725.191670,0
756.437445,725.121341,0
756.481103,725.050840,0
756.524442,724.980159,0
756.567448,724.909293,0
756.610111,724.838236,0
756.652418,724.766980,0
756.694358,724.695519,0
756.735918,724.623847,0
756.777087,724.551959,0
756.817853,724.479846,0
756.858204,724.407504,0
756.898128,724.334925,0
756.937613,724.262103,0
756.976647,724.189032,0
757.015219,724.115706,0
757.053318,724.042119,0
757.090944,723.968273,0
757.128099,723.894175,0
757.164786,723.819829,0
757.201009,723.745240,0
757.236770,723.670415,0
757.272072,723.595357,0
757.306918,723.520074,0
757.341312,723.444569,0
757.375256,723.368848,0
757.408753,723.292918,0
757.441806,723.216781,0
757.474418,723.140445,0
757.506592,723.063915,0
757.538331,722.987195,0
757.569639,722.910292,0
757.600517,722.833210,0
757.630969,722.755955,0
757.660998,722.678531,0
757.690607,722.600946,0
757.719799,722.523203,0
757.748576,722.445308,0
757.776942,722.367266,0
757.804901,722.289083,0
757.832453,722.210764,0
757.859604,722.132314,0
757.886355,722.053739,0
757.912710,721.975044,0
