X,Y,Trajectory
757.938671,721.896235,0
757.964244,721.817315,0
757.989447,721.738293,0
758.014301,721.659174,0
758.038832,721.579965,0
758.063060,721.500671,0
758.087010,721.421300,0
758.110703,721.341857,0
758.134164,721.262350,0
758.157414,721.182784,0
758.180477,721.103166,0
758.203376,721.023502,0
758.226133,720.943798,0
758.248772,720.864062,0
758.271315,720.784299,0
758.293786,720.704516,0
758.316206,720.624719,0
758.338600,720.544914,0
758.360989,720.465108,0
758.383398,720.385308,0
758.405848,720.305519,0
758.428363,720.225748,0
758.450966,720.146002,0
758.473679,720.066286,0
758.496525,719.986607,0
758.519528,719.906972,0
758.542710,719.827387,0
758.566094,719.747859,0
758.589703,719.668393,0
758.613560,719.588995,0
758.637688,719.509674,0
758.662109,719.430434,0
765.019531,686.266372,0
780.078125,617.623793,0
785.820312,601.510512,0
785.838532,601.456021,0
785.856867,601.401563,0
785.875312,601.347136,0
785.893865,601.292740,0
785.912521,601.238372,0
785.931275,601.184033,0
785.950125,601.129721,0
785.969065,601.075435,0
785.988092,601.021173,0
786.007202,600.966935,0
786.026391,600.912719,0
786.045654,600.858524,0
786.064988,600.804350,0
786.084388,600.750194,0
786.103850,600.696056,0
786.123371,600.641935,0
786.142947,600.587829,0
786.162573,600.533737,0
786.182245,600.479658,0
786.201959,600.425592,0
786.221711,600.371536,0
786.241497,600.317490,0
786.261314,600.263452,0
786.281156,600.209422,0
786.301020,600.155398,0
786.320902,600.101379,0
786.340798,600.047364,0
786.360704,599.993352,0
786.380616,599.939342,0
786.400529,599.885332,0
786.420439,599.831321,0
786.440344,599.777308,0
786.460238,599.723293,0
786.480117,599.669273,0
786.499978,599.615248,0
786.519816,599.561216,0
786.539627,599.507177,0
786.559407,599.453130,0
786.579153,599.399072,0
786.598860,599.345003,0
786.618524,599.290923,0
786.638141,599.236828,0
786.657707,599.182720,0
786.677218,599.128595,0
786.696670,599.074454,0
786.716058,599.020295,0
786.735380,598.966117,0
786.754630,598.911919,0
786.773804,598.857699,0
786.792900,598.803457,0
786.811912,598.749191,0
786.830836,598.694900,0
786.849669,598.640583,0
786.868406,598.586239,0
786.887044,598.531867,0
786.905578,598.477465,0
786.924004,598.423033,0
786.942318,598.368568,0
786.960517,598.314071,0
786.978595,598.259540,0
786.996550,598.204974,0
787.014376,598.150371,0
787.032071,598.095731,0
787.049629,598.041052,0
787.067047,597.986334,0
787.084323,597.931574,0
787.101458,597.876775,0
787.118457,597.821937,0
787.135327,597.767061,0
787.152071,597.712149,0
787.168694,597.657201,0
787.185201,597.602219,0
787.201597,597.547204,0
787.217887,597.492157,0
787.234076,597.437079,0
787.250168,597.381971,0
787.266169,597.326835,0
787.282082,597.271672,0
787.297914,597.216482,0
787.313668,597.161267,0
787.329350,597.106029,0
787.344964,597.050767,0
787.360516,596.995484,0
787.376010,596.940180,0
787.391451,596.884857,0
787.406844,596.829516,0
787.422193,596.774157,0
787.437504,596.718783,0
787.452781,596.663394,0
787.468030,596.607991,0
787.483254,596.552576,0
787.498459,596.497150,0
787.513650,596.441713,0
787.528832,596.386267,0
787.544009,596.330813,0
787.559186,596.275353,0
787.574368,596.219887,0
787.589560,596.164417,0
787.604767,596.108943,0
787.619993,596.053467,0
787.635243,595.997990,0
787.650523,595.942513,0
787.665837,595.887037,0
787.681190,595.831564,0
787.696586,595.776095,0
787.712031,595.720630,0
787.727530,595.665171,0
787.743086,595.609719,0
787.758706,595.554275,0
787.774394,595.498840,0
787.790154,595.443416,0
787.805992,595.388003,0
787.821913,595.332603,0
787.837920,595.277217,0
787.854020,595.221846,0
787.870217,595.166491,0
787.886515,595.111154,0
787.902920,595.055835,0
787.919437,595.000535,0
787.936070,594.945257,0
787.952824,594.890000,0
787.969702,594.834766,0
787.986695,594.779553,0
788.003789,594.724359,0
788.020967,594.669181,0
788.038215,594.614016,0
788.055518,594.558862,0
788.072860,594.503716,0
788.090226,594.448575,0
788.107602,594.393437,0
788.124971,594.338300,0
788.142319,594.283159,0
788.159631,594.228014,0
788.176891,594.172862,0
788.194084,594.117698,0
788.211196,594.062522,0
788.228210,594.007330,0
788.245113,593.952120,0
788.261888,593.896890,0
788.278520,593.841635,0
788.294995,593.786355,0
788.311296,593.731046,0
788.327410,593.675705,0
788.343321,593.620330,0
788.359013,593.564919,0
788.374472,593.509468,0
788.389682,593.453976,0
788.404629,593.398439,0
788.419296,593.342854,0
788.433669,593.287220,0
788.447733,593.231534,0
788.461473,593.175792,0
788.474873,593.119993,0
788.487918,593.064133,0
788.500593,593.008210,0
788.512883,592.952222,0
788.524773,592.896165,0
788.536247,592.840038,0
788.547291,592.783837,0
788.557889,592.727560,0
788.568026,592.671204,0
788.577688,592.614767,0
788.586857,592.558246,0
788.595521,592.501638,0
788.603664,592.444941,0
788.611291,592.388155,0
788.618430,592.331286,0
788.625107,592.274338,0
788.631349,592.217315,0
788.637182,592.160223,0
788.642635,592.103065,0
788.647733,592.045847,0
788.652504,591.988572,0
788.656975,591.931246,0
788.661172,591.873873,0
788.665123,591.816458,0
788.668855,591.759006,0
788.672394,591.701520,0
788.675768,591.644007,0
788.679003,591.586469,0
788.682127,591.528912,0
788.685166,591.471341,0
788.688147,591.413760,0
788.691098,591.356174,0
788.694044,591.298587,0
788.697014,591.241004,0
788.700035,591.183430,0
788.703132,591.125868,0
788.706333,591.068325,0
788.709665,591.010804,0
788.713156,590.953310,0
788.716831,590.895848,0
788.720718,590.838422,0
788.724844,590.781037,0
788.729236,590.723698,0
788.733920,590.666408,0
788.738925,590.609174,0
788.744275,590.551998,0
788.750000,590.494887,0
788.742498,590.413784,0
788.735937,590.332549,0
788.730226,590.251196,0
788.725273,590.169736,0
788.720988,590.088184,0
788.717280,590.006551,0
788.714056,589.924850,0
788.711227,589.843095,0
788.708700,589.761297,0
788.706384,589.679469,0
788.704189,589.597625,0
788.702022,589.515777,0
788.699793,589.433938,0
788.697411,589.352120,0
788.694783,589.270336,0
788.691820,589.188599,0
788.688429,589.106921,0
788.684520,589.025316,0
788.680002,588.943797,0
788.674782,588.862375,0
788.668770,588.781063,0
788.661875,588.699875,0
788.654005,588.618823,0
788.645069,588.537920,0
788.634976,588.457178,0
788.623639,588.376611,0
788.611039,588.296224,0
788.597208,588.216020,0
788.582177,588.136003,0
788.565978,588.056176,0
788.548646,587.976540,0
788.530211,587.897098,0
788.510706,587.817854,0
788.490164,587.738811,0
788.468617,587.659969,0
788.446097,587.581334,0
788.422637,587.502907,0
788.398270,587.424691,0
788.373027,587.346688,0
788.346942,587.268902,0
788.320046,587.191336,0
788.292372,587.113991,0
788.263953,587.036871,0
788.234820,586.959978,0
788.205007,586.883316,0
788.174545,586.806887,0
788.143468,586.730693,0
788.111807,586.654737,0
788.079595,586.579023,0
788.046865,586.503553,0
788.013648,586.428329,0
787.979956,586.353358,0
787.945785,586.278647,0
787.911126,586.204206,0
787.875971,586.130041,0
787.840314,586.056164,0
787.804146,585.982580,0
787.767461,585.909300,0
787.730251,585.836331,0
787.692509,585.763683,0
787.654226,585.691363,0
787.615396,585.619380,0
787.576011,585.547743,0
787.536064,585.476460,0
787.495546,585.405540,0
787.454452,585.334991,0
787.412773,585.264821,0
787.370501,585.195040,0
787.327631,585.125655,0
787.284152,585.056675,0
787.240060,584.988109,0
787.195345,584.919965,0
787.150001,584.852251,0
787.104020,584.784977,0
787.057394,584.718150,0
787.010117,584.651779,0
786.962190,584.585867,0
786.913627,584.520408,0
786.864441,584.455396,0
786.814647,584.390827,0
786.764259,584.326693,0
786.713291,584.262990,0
786.661758,584.199712,0
786.609672,584.136853,0
786.557050,584.074407,0
786.503904,584.012369,0
786.450249,583.950734,0
786.396099,583.889494,0
786.341468,583.828645,0
786.286371,583.768182,0
786.230821,583.708097,0
786.174832,583.648387,0
786.118420,583.589044,0
786.061597,583.530063,0
786.004379,583.471439,0
785.946779,583.413166,0
785.888811,583.355238,0
785.830490,583.297649,0
785.771829,583.240395,0
785.712843,583.183468,0
785.653547,583.126864,0
785.593949,583.070581,0
785.534048,583.014630,0
785.473840,582.959020,0
785.413323,582.903765,0
785.352494,582.848876,0
785.291348,582.794363,0
785.229882,582.740239,0
785.168094,582.686516,0
785.105980,582.633203,0
785.043537,582.580314,0
784.980760,582.527859,0
784.917648,582.475851,0
784.854197,582.424300,0
784.790403,582.373218,0
784.726263,582.322617,0
784.661775,582.272507,0
784.596933,582.222902,0
784.531737,582.173811,0
784.466181,582.125247,0
784.400262,582.077221,0
784.333979,582.029744,0
784.267326,581.982829,0
784.200301,581.936486,0
784.132901,581.890727,0
784.065122,581.845564,0
783.996962,581.801005,0
783.928426,581.757043,0
783.859521,581.713669,0
783.790254,581.670869,0
783.720633,581.628634,0
783.650663,581.586951,0
783.580352,581.545809,0
783.509708,581.505198,0
783.438737,581.465105,0
783.367446,581.425520,0
783.295842,581.386430,0
783.223932,581.347826,0
783.151724,581.309695,0
783.079223,581.272026,0
783.006438,581.234809,0
782.933376,581.198031,0
782.860042,581.161681,0
782.786445,581.125748,0
782.712591,581.090221,0
782.638488,581.055089,0
782.564142,581.020339,0
782.489560,580.985962,0
782.414750,580.951944,0
782.339718,580.918277,0
782.264472,580.884947,0
782.189015,580.851968,0
782.113348,580.819385,0
782.037470,580.787247,0
781.961380,580.755602,0
781.885079,580.724498,0
781.808565,580.693984,0
781.731840,580.664108,0
781.654901,580.634919,0
781.577749,580.606465,0
781.500384,580.578794,0
781.422805,580.551954,0
781.345011,580.525995,0
781.267003,580.500964,0
781.188780,580.476910,0
781.110341,580.453882,0
781.031686,580.431927,0
780.952816,580.411093,0
780.873728,580.391431,0
780.794424,580.372987,0
780.714902,580.355810,0
780.635163,580.339949,0
780.555205,580.325452,0
780.475029,580.312368,0
780.394634,580.300743,0
780.314024,580.290597,0
780.233211,580.281838,0
780.152213,580.274354,0
780.071045,580.268032,0
779.989725,580.262758,0
779.908269,580.258421,0
779.826694,580.254906,0
779.745014,580.252102,0
779.663248,580.249895,0
779.581412,580.248172,0
779.499521,580.246821,0
779.417593,580.245728,0
779.335644,580.244781,0
779.253689,580.243866,0
779.171747,580.242872,0
779.089832,580.241684,0
779.007963,580.240190,0
778.926154,580.238278,0
778.844422,580.235834,0
778.762784,580.232745,0
778.681257,580.228898,0
778.599856,580.224181,0
778.518598,580.218481,0
778.437500,580.211684,0
778.284468,580.234811,0
778.130094,580.253195,0
777.974609,580.267659,0
777.818246,580.279021,0
777.661237,580.288103,0
777.503815,580.295724,0
777.346212,580.302706,0
777.188660,580.309869,0
777.031392,580.318033,0
776.874640,580.328019,0
776.718635,580.340648,0
776.563611,580.356739,0
776.409800,580.377113,0
776.257434,580.402591,0
776.106745,580.433993,0
775.957952,580.472081,0
775.811099,580.516921,0
775.666122,580.568117,0
775.522951,580.625269,0
775.381517,580.687974,0
775.241753,580.755832,0
775.103588,580.828440,0
774.966956,580.905398,0
774.831786,580.986302,0
774.698011,581.070752,0
774.565562,581.158347,0
774.434370,581.248683,0
774.304366,581.341360,0
774.175482,581.435976,0
774.047650,581.532130,0
773.920801,581.629419,0
773.794865,581.727442,0
773.669788,581.825858,0
773.545582,581.924629,0
773.422279,582.023819,0
773.299915,582.123491,0
773.178521,582.223708,0
773.058132,582.324532,0
772.938782,582.426025,0
772.820503,582.528251,0
772.703330,582.631273,0
772.587296,582.735152,0
772.472435,582.839953,0
772.358780,582.945737,0
772.246365,583.052567,0
772.135223,583.160507,0
772.025389,583.269618,0
771.916894,583.379964,0
771.809774,583.491607,0
771.704062,583.604610,0
771.599791,583.719036,0
771.496971,583.834912,0
771.395557,583.952187,0
771.295497,584.070801,0
771.196741,584.190690,0
771.099237,584.311794,0
771.002933,584.434052,0
770.907776,584.557400,0
770.813717,584.681779,0
770.720702,584.807126,0
770.628681,584.933379,0
770.537602,585.060478,0
770.447413,585.188360,0
770.358062,585.316965,0
770.269498,585.446229,0
770.181670,585.576092,0
770.094525,585.706493,0
770.008012,585.837369,0
769.922079,585.968659,0
769.836675,586.100302,0
769.751748,586.232235,0
769.667247,586.364397,0
769.583120,586.496728,0
769.499336,586.629187,0
769.415906,586.761781,0
769.332845,586.894520,0
769.250168,587.027413,0
769.167889,587.160471,0
769.086023,587.293704,0
769.004586,587.427122,0
768.923592,587.560736,0
768.843056,587.694555,0
768.762993,587.828589,0
768.683418,587.962850,0
768.604345,588.097346,0
768.525790,588.232089,0
768.447768,588.367088,0
768.370292,588.502353,0
768.293379,588.637895,0
768.217043,588.773724,0
768.141298,588.909849,0
768.066161,589.046282,0
767.991645,589.183032,0
767.917765,589.320109,0
767.844537,589.457524,0
767.771975,589.595286,0
767.700094,589.733406,0
767.628909,589.871895,0
767.558434,590.010760,0
767.488663,590.150000,0
767.419576,590.289604,0
767.351155,590.429560,0
767.283380,590.569856,0
767.216232,590.710481,0
767.149692,590.851425,0
767.083739,590.992674,0
767.018355,591.134219,0
766.953520,591.276048,0
766.889216,591.418149,0
766.825422,591.560511,0
766.762119,591.703122,0
766.699288,591.845972,0
766.636909,591.989048,0
766.574964,592.132340,0
766.513432,592.275836,0
766.452295,592.419525,0
766.391533,592.563394,0
766.331126,592.707434,0
766.271056,592.851632,0
766.211303,592.995977,0
766.151847,593.140458,0
766.092670,593.285064,0
766.033751,593.429782,0
765.975072,593.574602,0
765.916613,593.719512,0
765.858354,593.864500,0
765.800277,594.009556,0
765.742362,594.154669,0
765.684594,594.299828,0
765.626977,594.445034,0
765.569520,594.590290,0
765.512234,594.735601,0
765.455128,594.880968,0
765.398211,595.026396,0
765.341495,595.171888,0
765.284987,595.317446,0
765.228698,595.463075,0
765.172639,595.608778,0
765.116817,595.754557,0
765.061244,595.900417,0
765.005928,596.046360,0
764.950881,596.192390,0
764.896110,596.338509,0
764.841627,596.484723,0
764.787440,596.631033,0
764.733560,596.777443,0
764.679996,596.923956,0
764.626759,597.070576,0
764.573856,597.217306,0
764.521300,597.364149,0
764.469098,597.511108,0
764.417261,597.658187,0
764.365799,597.805390,0
764.314721,597.952719,0
764.264038,598.100177,0
764.213758,598.247768,0
764.163891,598.395496,0
764.114448,598.543363,0
764.065438,598.691373,0
764.016870,598.839530,0
763.968755,598.987835,0
763.921102,599.136294,0
763.873916,599.284907,0
763.827181,599.433669,0
763.780873,599.582573,0
763.734969,599.731610,0
763.689446,599.880773,0
763.644281,600.030055,0
763.599450,600.179447,0
763.554931,600.328942,0
763.510700,600.478533,0
763.466733,600.628211,0
763.423009,600.777969,0
763.379502,600.927799,0
763.336191,601.077694,0
763.293052,601.227646,0
763.250061,601.377647,0
763.207197,601.527689,0
763.164434,601.677766,0
763.121751,601.827868,0
763.079123,601.977989,0
763.036528,602.128121,0
762.993943,602.278256,0
762.951344,602.428386,0
762.908708,602.578505,0
762.866012,602.728603,0
762.823232,602.878673,0
762.780346,603.028709,0
762.737330,603.178701,0
762.694161,603.328643,0
762.650815,603.478527,0
762.607271,603.628344,0
762.563503,603.778088,0
762.519490,603.927751,0
762.475207,604.077324,0
762.430633,604.226801,0
762.385742,604.376174,0
762.340513,604.525434,0
762.294922,604.674575,0
762.250372,604.831598,0
762.205641,604.988570,0
762.160758,605.145499,0
762.115751,605.302392,0
762.070649,605.459258,0
762.025481,605.616105,0
761.980275,605.772941,0
761.935059,605.929775,0
761.889863,606.086614,0
761.844715,606.243467,0
761.799643,606.400341,0
761.754676,606.557246,0
761.709842,606.714189,0
761.665171,606.871178,0
761.620691,607.028221,0
761.576430,607.185328,0
761.532416,607.342505,0
761.488669,607.499757,0
761.445190,607.657086,0
761.401978,607.814489,0
761.359034,607.971966,0
761.316358,608.129518,0
761.273950,608.287142,0
761.231810,608.444838,0
761.189937,608.602606,0
761.148333,608.760445,0
761.106996,608.918354,0
761.065928,609.076333,0
761.025127,609.234380,0
760.984595,609.392496,0
760.944331,609.550680,0
760.904334,609.708930,0
760.864606,609.867247,0
760.825146,610.025629,0
760.785954,610.184077,0
760.747028,610.342588,0
760.708356,610.501160,0
760.669923,610.659789,0
760.631714,610.818472,0
760.593713,610.977205,0
760.555905,611.135984,0
760.518276,611.294806,0
760.480810,611.453668,0
760.443492,611.612564,0
760.406307,611.771493,0
760.369239,611.930451,0
760.332275,612.089433,0
760.295397,612.248436,0
760.258593,612.407457,0
760.221845,612.566492,0
760.185140,612.725537,0
760.148462,612.884589,0
760.111796,613.043644,0
760.075126,613.202699,0
760.038439,613.361750,0
760.001718,613.520793,0
759.964952,613.679826,0
759.928149,613.838850,0
759.891317,613.997867,0
759.854467,614.156880,0
759.817609,614.315890,0
759.780752,614.474901,0
759.743907,614.633914,0
759.707083,614.792931,0
759.670291,614.951955,0
759.633540,615.110987,0
759.596841,615.270031,0
759.560203,615.429088,0
759.523637,615.588161,0
759.487151,615.747252,0
759.450757,615.906363,0
759.414464,616.065495,0
759.378282,616.224653,0
759.342222,616.383837,0
759.306292,616.543050,0
759.270503,616.702294,0
759.234865,616.861572,0
759.199389,617.020885,0
759.164083,617.180236,0
759.128957,617.339627,0
759.094015,617.499059,0
759.059252,617.658531,0
759.024662,617.818040,0
758.990241,617.977587,0
758.955984,618.137170,0
758.921885,618.296787,0
758.887940,618.456438,0
758.854144,618.616122,0
758.820492,618.775836,0
758.786978,618.935581,0
758.753597,619.095355,0
758.720346,619.255156,0
758.687217,619.414984,0
758.654208,619.574836,0
758.621312,619.734714,0
758.588525,619.894613,0
758.555841,620.054535,0
758.523255,620.214477,0
758.490764,620.374439,0
758.458360,620.534419,0
758.426041,620.694415,0
758.393799,620.854428,0
758.361631,621.014455,0
758.329532,621.174495,0
758.297496,621.334548,0
758.265519,621.494611,0
758.233596,621.654685,0
758.201726,621.814769,0
758.169907,621.974862,0
758.138138,622.134965,0
758.106418,622.295076,0
758.074743,622.455196,0
758.043114,622.615325,0
758.011528,622.775462,0
757.979983,622.935606,0
757.948479,623.095758,0
757.917013,623.255917,0
757.885584,623.416083,0
757.854191,623.576256,0
757.822831,623.736436,0
757.791503,623.896621,0
757.760206,624.056812,0
757.728938,624.217009,0
757.697697,624.377211,0
757.666482,624.537417,0
757.635292,624.697629,0
757.604123,624.857845,0
757.572976,625.018065,0
757.541849,625.178288,0
757.510739,625.338516,0
757.479645,625.498746,0
757.448566,625.658979,0
757.417500,625.819215,0
757.386445,625.979454,0
757.355401,626.139694,0
757.324366,626.299937,0
757.293341,626.460181,0
757.262328,626.620428,0
757.231327,626.780678,0
757.200339,626.940930,0
757.169365,627.101185,0
757.138407,627.261443,0
757.107464,627.421704,0
757.076538,627.581968,0
757.045629,627.742236,0
757.014740,627.902508,0
756.983869,628.062783,0
756.953020,628.223063,0
756.922191,628.383346,0
756.891385,628.543634,0
756.860602,628.703926,0
756.829843,628.864223,0
756.799110,629.024525,0
756.768402,629.184831,0
756.737720,629.345143,0
756.707067,629.505460,0
756.676442,629.665783,0
756.645847,629.826111,0
756.615282,629.986445,0
756.584749,630.146784,0
756.554248,630.307130,0
756.523780,630.467483,0
756.493346,630.627841,0
756.462948,630.788207,0
756.432585,630.948579,0
756.402259,631.108958,0
756.371970,631.269344,0
756.341716,631.429736,0
756.311496,631.590135,0
756.281307,631.750540,0
756.251147,631.910950,0
756.221014,632.071365,0
756.190906,632.231785,0
756.160821,632.392209,0
756.130757,632.552637,0
756.100712,632.713069,0
756.070683,632.873504,0
756.040670,633.033942,0
756.010669,633.194382,0
755.980679,633.354824,0
755.950697,633.515268,0
755.920722,633.675713,0
755.890752,633.836158,0
755.860784,633.996605,0
755.830816,634.157051,0
755.800847,634.317497,0
755.770873,634.477942,0
755.740894,634.638386,0
755.710908,634.798829,0
755.680911,634.959270,0
755.650902,635.119709,0
755.620880,635.280145,0
755.590841,635.440578,0
755.560784,635.601007,0
755.530707,635.761433,0
755.500608,635.921855,0
755.470484,636.082272,0
755.440335,636.242684,0
755.410156,636.403090,0
755.281884,636.382222,0
755.153586,636.361503,0
755.025264,636.340925,0
754.896918,636.320479,0
754.768551,636.300156,0
754.640164,636.279949,0
754.511758,636.259848,0
754.383335,636.239846,0
754.254896,636.219934,0
754.126444,636.200104,0
753.997978,636.180348,0
753.869501,636.160656,0
753.741014,636.141021,0
753.612519,636.121434,0
753.484017,636.101886,0
753.355509,636.082370,0
753.226998,636.062877,0
753.098484,636.043398,0
752.969968,636.023926,0
752.841454,636.004451,0
752.712941,635.984966,0
752.584431,635.965461,0
752.455926,635.945929,0
752.327428,635.926361,0
752.198937,635.906749,0
752.070455,635.887084,0
751.941984,635.867359,0
751.813525,635.847563,0
751.685080,635.827690,0
751.556650,635.807731,0
751.428236,635.787677,0
751.299840,635.767519,0
751.171463,635.747251,0
751.043108,635.726862,0
750.914774,635.706345,0
750.786465,635.685692,0
750.658181,635.664894,0
750.529923,635.643942,0
750.401694,635.622828,0
750.273494,635.601544,0
750.145326,635.580081,0
750.017190,635.558431,0
749.889088,635.536586,0
749.761021,635.514542,0
749.632988,635.492303,0
749.504988,635.469873,0
749.377021,635.447257,0
749.249085,635.424458,0
749.121181,635.401481,0
748.993308,635.378329,0
748.865464,635.355008,0
748.737649,635.331521,0
748.609863,635.307872,0
748.482105,635.284067,0
748.354373,635.260108,0
748.226668,635.236000,0
748.098988,635.211747,0
747.971334,635.187354,0
747.843703,635.162825,0
747.716097,635.138164,0
747.588512,635.113374,0
747.460951,635.088461,0
747.333410,635.063429,0
747.205890,635.038281,0
747.078390,635.013022,0
746.950910,634.987656,0
746.823448,634.962188,0
746.696004,634.936621,0
746.568577,634.910960,0
746.441167,634.885208,0
746.313773,634.859371,0
746.186393,634.833452,0
746.059029,634.807455,0
745.931677,634.781385,0
745.804339,634.755246,0
745.677013,634.729042,0
745.549699,634.702778,0
745.422396,634.676457,0
745.295103,634.650083,0
745.167819,634.623662,0
745.040544,634.597196,0
744.913278,634.570691,0
744.786018,634.544150,0
744.658766,634.517578,0
744.531519,634.490979,0
744.404278,634.464357,0
744.277041,634.437716,0
744.149808,634.411061,0
744.022579,634.384395,0
743.895352,634.357723,0
743.768127,634.331045,0
743.640905,634.304361,0
743.513686,634.277669,0
743.386470,634.250968,0
743.259257,634.224258,0
743.132048,634.197536,0
743.004842,634.170803,0
742.877641,634.144056,0
742.750443,634.117295,0
742.623250,634.090519,0
742.496061,634.063726,0
742.368877,634.036916,0
742.241698,634.010087,0
742.114525,633.983238,0
741.987356,633.956369,0
741.860194,633.929477,0
741.733037,633.902563,0
741.605886,633.875625,0
741.478741,633.848661,0
741.351603,633.821671,0
741.224472,633.794654,0
741.097347,633.767608,0
740.970230,633.740533,0
740.843120,633.713427,0
740.716017,633.686289,0
740.588922,633.659119,0
740.461835,633.631914,0
740.334757,633.604675,0
740.207687,633.577399,0
740.080625,633.550086,0
739.953572,633.522735,0
739.826528,633.495344,0
739.699494,633.467913,0
739.572469,633.440440,0
739.445453,633.412925,0
739.318448,633.385366,0
739.191452,633.357762,0
739.064467,633.330112,0
738.937492,633.302415,0
738.810529,633.274670,0
738.683576,633.246875,0
738.556634,633.219030,0
738.429704,633.191134,0
738.302785,633.163185,0
738.175878,633.135183,0
738.048983,633.107126,0
737.922100,633.079013,0
737.795230,633.050843,0
737.668372,633.022615,0
737.541527,632.994328,0
737.414696,632.965981,0
737.287877,632.937572,0
737.161072,632.909102,0
737.034281,632.880571,0
736.907502,632.851981,0
736.780735,632.823334,0
736.653980,632.794633,0
736.527236,632.765879,0
736.400504,632.737074,0
736.273782,632.708220,0
736.147070,632.679320,0
736.020368,632.650375,0
735.893675,632.621387,0
735.766991,632.592358,0
735.640315,632.563291,0
735.513648,632.534187,0
735.386987,632.505047,0
735.260334,632.475876,0
735.133688,632.446673,0
735.007048,632.417441,0
734.880414,632.388183,0
734.753785,632.358899,0
734.627161,632.329593,0
734.500541,632.300266,0
734.373926,632.270920,0
734.247314,632.241557,0
734.120706,632.212179,0
733.994100,632.182789,0
733.867497,632.153387,0
733.740896,632.123977,0
733.614296,632.094559,0
733.487697,632.065137,0
733.361099,632.035711,0
733.234501,632.006285,0
733.107903,631.976860,0
732.981304,631.947437,0
732.854704,631.918020,0
732.728103,631.888610,0
732.601499,631.859208,0
732.474894,631.829818,0
732.348285,631.800441,0
732.221673,631.771078,0
732.095058,631.741733,0
731.968438,631.712406,0
731.841814,631.683101,0
731.715185,631.653818,0
731.588551,631.624561,0
731.461911,631.595330,0
731.335264,631.566128,0
731.208611,631.536957,0
731.081950,631.507819,0
730.955282,631.478716,0
730.828607,631.449649,0
730.701922,631.420622,0
730.575229,631.391635,0
730.448527,631.362692,0
730.321815,631.333793,0
730.195092,631.304940,0
730.068359,631.276137,0
704.843750,625.651137,0
704.763825,625.455983,0
704.684120,625.260737,0
704.604603,625.065414,0
704.525243,624.870024,0
704.446010,624.674583,0
704.366871,624.479101,0
704.287796,624.283594,0
704.208754,624.088072,0
704.129714,623.892550,0
704.050644,623.697040,0
703.971514,623.501555,0
703.892293,623.306108,0
703.812948,623.110713,0
703.733450,622.915381,0
703.653767,622.720126,0
703.573868,622.524961,0
703.493722,622.329899,0
703.413298,622.134953,0
703.332568,621.940134,0
703.251526,621.745444,0
703.170187,621.550879,0
703.088562,621.356432,0
703.006663,621.162100,0
702.924502,620.967877,0
702.842092,620.773759,0
702.759445,620.579739,0
702.676574,620.385814,0
702.593489,620.191978,0
702.510204,619.998226,0
702.426731,619.804553,0
702.343082,619.610954,0
702.259270,619.417425,0
702.175305,619.223959,0
702.091202,619.030553,0
702.006971,618.837201,0
701.922625,618.643899,0
701.838177,618.450640,0
701.753639,618.257421,0
701.669019,618.064237,0
701.584312,617.871091,0
701.499510,617.677988,0
701.414604,617.484931,0
701.329584,617.291925,0
701.244443,617.098973,0
701.159171,616.906081,0
701.073759,616.713252,0
700.988199,616.520490,0
700.902482,616.327799,0
700.816599,616.135184,0
700.730541,615.942649,0
700.644299,615.750198,0
700.557865,615.557835,0
700.471230,615.365565,0
700.384384,615.173390,0
700.297320,614.981317,0
700.210027,614.789348,0
700.122499,614.597488,0
700.034724,614.405741,0
699.946696,614.214112,0
699.858404,614.022604,0
699.769849,613.831217,0
699.681049,613.639944,0
699.592025,613.448774,0
699.502796,613.257699,0
699.413383,613.066708,0
699.323808,612.875792,0
699.234090,612.684942,0
699.144249,612.494147,0
699.054307,612.303400,0
698.964284,612.112689,0
698.874200,611.922006,0
698.784076,611.731340,0
698.693932,611.540683,0
698.603789,611.350026,0
698.513667,611.159357,0
698.423587,610.968668,0
698.333570,610.777950,0
698.243635,610.587193,0
698.153803,610.396387,0
698.064095,610.205522,0
697.974532,610.014590,0
697.885133,609.823581,0
697.795919,609.632485,0
697.706911,609.441293,0
697.618111,609.250003,0
697.529500,609.058625,0
697.441058,608.867168,0
697.352765,608.675642,0
697.264600,608.484057,0
697.176543,608.292421,0
697.088574,608.100745,0
697.000672,607.909037,0
696.912817,607.717309,0
696.824988,607.525569,0
696.737166,607.333827,0
696.649329,607.142092,0
696.561458,606.950374,0
696.473532,606.758683,0
696.385531,606.567029,0
696.297434,606.375420,0
696.209222,606.183867,0
696.120873,605.992379,0
696.032367,605.800965,0
695.943685,605.609636,0
695.854805,605.418401,0
695.765708,605.227269,0
695.676373,605.036250,0
695.586779,604.845354,0
695.496907,604.654590,0
695.406737,604.463967,0
695.316265,604.273488,0
695.225507,604.083144,0
695.134477,603.892929,0
695.043191,603.702835,0
694.951664,603.512856,0
694.859911,603.322984,0
694.767947,603.133211,0
694.675788,602.943531,0
694.583449,602.753936,0
694.490945,602.564419,0
694.398291,602.374973,0
694.305503,602.185590,0
694.212595,601.996264,0
694.119583,601.806987,0
694.026483,601.617751,0
693.933308,601.428550,0
693.840076,601.239377,0
693.746800,601.050223,0
693.653496,600.861083,0
693.560179,600.671947,0
693.466865,600.482811,0
693.373568,600.293665,0
693.280305,600.104503,0
693.187089,599.915318,0
